condition,incident_id,family,depth,provenance,edge_loss,rwh,descendant_recall,descendant_precision,bsr,rts,false_repair_rate,uer,drr,oh_fhir_reads,oh_model_calls,oh_replays,oh_writes,n_true_contaminated,n_neutralised,n_touched,n_clean,n_retained,n_repaired,n_followups,n_wrong_followups,oh_wall_seconds,oh_capsules,oh_capsule_bytes,oh_rounds
A,INC-F1-T-ID-01-d2-complete-s0,F1,2,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
B,INC-F1-T-ID-01-d2-complete-s0,F1,2,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
C,INC-F1-T-ID-01-d2-complete-s0,F1,2,complete,0.0,0.0,1.0,0.4,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,5,3,0,0,2,0,,,,
D,INC-F1-T-ID-01-d2-complete-s0,F1,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,4,2,0,2,2,2,3,3,0,2,0,0.0339,9.0,7965.0,3.0
E,INC-F1-T-ID-01-d2-complete-s0,F1,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8,7,4,2,2,2,2,3,3,2,2,0,0.0357,9.0,7965.0,3.0
F,INC-F1-T-ID-01-d2-complete-s0,F1,2,complete,0.0,0.0,1.0,0.4,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,3,0,0,2,0,0.044,18.0,15935.0,2.0
G,INC-F1-T-ID-01-d2-complete-s0,F1,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,3,3,0,2,0,,,,
H,INC-F1-T-ID-01-d2-complete-s0,F1,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3,2,2,2,2,2,3,3,2,2,0,,,,
I,INC-F1-T-ID-01-d2-complete-s0,F1,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,12,7,2,2,2,2,3,3,2,2,0,0.0383,9.0,7965.0,2.0
A,INC-F1-T-ID-01-d2-random20-s0,F1,2,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
B,INC-F1-T-ID-01-d2-random20-s0,F1,2,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
C,INC-F1-T-ID-01-d2-random20-s0,F1,2,random20,0.25,0.0,1.0,0.4,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,5,3,0,0,2,0,,,,
D,INC-F1-T-ID-01-d2-random20-s0,F1,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,4,2,0,2,2,2,3,3,0,2,0,0.037,9.0,7950.0,3.0
E,INC-F1-T-ID-01-d2-random20-s0,F1,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8,7,4,2,2,2,2,3,3,2,2,0,0.0328,9.0,7950.0,3.0
F,INC-F1-T-ID-01-d2-random20-s0,F1,2,random20,0.25,0.0,1.0,0.4,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,3,0,0,2,0,0.0471,18.0,15913.0,2.0
G,INC-F1-T-ID-01-d2-random20-s0,F1,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,3,3,0,2,0,,,,
H,INC-F1-T-ID-01-d2-random20-s0,F1,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3,2,2,2,2,2,3,3,2,2,0,,,,
I,INC-F1-T-ID-01-d2-random20-s0,F1,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,12,7,2,2,2,2,3,3,2,2,0,0.0449,9.0,7950.0,2.0
A,INC-F1-T-ID-01-d2-random40-s0,F1,2,random40,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
B,INC-F1-T-ID-01-d2-random40-s0,F1,2,random40,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
C,INC-F1-T-ID-01-d2-random40-s0,F1,2,random40,0.5,0.0,1.0,0.4,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,5,3,0,0,2,0,,,,
D,INC-F1-T-ID-01-d2-random40-s0,F1,2,random40,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,4,2,0,2,2,2,3,3,0,2,0,0.0359,9.0,7990.0,3.0
E,INC-F1-T-ID-01-d2-random40-s0,F1,2,random40,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8,7,4,2,2,2,2,3,3,2,2,0,0.0317,9.0,7990.0,3.0
F,INC-F1-T-ID-01-d2-random40-s0,F1,2,random40,0.5,0.0,1.0,0.4,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,3,0,0,2,0,0.057,18.0,15970.0,2.0
G,INC-F1-T-ID-01-d2-random40-s0,F1,2,random40,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,3,3,0,2,0,,,,
H,INC-F1-T-ID-01-d2-random40-s0,F1,2,random40,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3,2,2,2,2,2,3,3,2,2,0,,,,
I,INC-F1-T-ID-01-d2-random40-s0,F1,2,random40,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,12,7,2,2,2,2,3,3,2,2,0,0.0394,9.0,7990.0,2.0
A,INC-F1-T-ID-01-d2-random60-s0,F1,2,random60,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
B,INC-F1-T-ID-01-d2-random60-s0,F1,2,random60,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
C,INC-F1-T-ID-01-d2-random60-s0,F1,2,random60,0.5,0.0,1.0,0.4,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,5,3,0,0,2,0,,,,
D,INC-F1-T-ID-01-d2-random60-s0,F1,2,random60,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,4,2,0,2,2,2,3,3,0,2,0,0.0332,9.0,7975.0,3.0
E,INC-F1-T-ID-01-d2-random60-s0,F1,2,random60,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8,7,4,2,2,2,2,3,3,2,2,0,0.0319,9.0,7975.0,3.0
F,INC-F1-T-ID-01-d2-random60-s0,F1,2,random60,0.5,0.0,1.0,0.4,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,3,0,0,2,0,0.0515,18.0,15926.0,2.0
G,INC-F1-T-ID-01-d2-random60-s0,F1,2,random60,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,3,3,0,2,0,,,,
H,INC-F1-T-ID-01-d2-random60-s0,F1,2,random60,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3,2,2,2,2,2,3,3,2,2,0,,,,
I,INC-F1-T-ID-01-d2-random60-s0,F1,2,random60,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,12,7,2,2,2,2,3,3,2,2,0,0.0403,9.0,7975.0,2.0
A,INC-F1-T-ID-01-d2-targeted-s0,F1,2,targeted,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
B,INC-F1-T-ID-01-d2-targeted-s0,F1,2,targeted,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
C,INC-F1-T-ID-01-d2-targeted-s0,F1,2,targeted,0.5,0.0,1.0,0.4,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,5,3,0,0,2,0,,,,
D,INC-F1-T-ID-01-d2-targeted-s0,F1,2,targeted,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,3,3,0,2,1,0.01,3.0,2463.0,1.0
E,INC-F1-T-ID-01-d2-targeted-s0,F1,2,targeted,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,3,3,0,2,1,0.0077,3.0,2463.0,1.0
F,INC-F1-T-ID-01-d2-targeted-s0,F1,2,targeted,0.5,0.0,1.0,0.4,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,3,0,0,2,0,0.0471,18.0,15950.0,2.0
G,INC-F1-T-ID-01-d2-targeted-s0,F1,2,targeted,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,3,3,0,2,0,,,,
H,INC-F1-T-ID-01-d2-targeted-s0,F1,2,targeted,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3,2,2,2,2,2,3,3,2,2,0,,,,
I,INC-F1-T-ID-01-d2-targeted-s0,F1,2,targeted,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,12,7,2,2,2,2,3,3,2,2,0,0.0421,9.0,7963.0,2.0
A,INC-F1-T-ID-06-d2-complete-s0,F1,2,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
B,INC-F1-T-ID-06-d2-complete-s0,F1,2,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
C,INC-F1-T-ID-06-d2-complete-s0,F1,2,complete,0.0,0.0,1.0,0.4,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,5,3,0,0,2,0,,,,
D,INC-F1-T-ID-06-d2-complete-s0,F1,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,4,2,0,2,2,2,3,3,0,2,0,0.0338,9.0,7960.0,3.0
E,INC-F1-T-ID-06-d2-complete-s0,F1,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8,7,4,2,2,2,2,3,3,2,2,0,0.0403,9.0,7960.0,3.0
F,INC-F1-T-ID-06-d2-complete-s0,F1,2,complete,0.0,0.0,1.0,0.4,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,3,0,0,2,0,0.053,18.0,15907.0,2.0
G,INC-F1-T-ID-06-d2-complete-s0,F1,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,3,3,0,2,0,,,,
H,INC-F1-T-ID-06-d2-complete-s0,F1,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3,2,2,2,2,2,3,3,2,2,0,,,,
I,INC-F1-T-ID-06-d2-complete-s0,F1,2,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,12,7,2,2,2,2,3,3,2,2,0,0.0402,9.0,7960.0,2.0
A,INC-F1-T-ID-06-d2-random20-s0,F1,2,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
B,INC-F1-T-ID-06-d2-random20-s0,F1,2,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
C,INC-F1-T-ID-06-d2-random20-s0,F1,2,random20,0.25,0.0,1.0,0.4,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,5,3,0,0,2,0,,,,
D,INC-F1-T-ID-06-d2-random20-s0,F1,2,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,3,3,0,2,1,0.0102,3.0,2463.0,1.0
E,INC-F1-T-ID-06-d2-random20-s0,F1,2,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,3,3,0,2,1,0.0084,3.0,2463.0,1.0
F,INC-F1-T-ID-06-d2-random20-s0,F1,2,random20,0.25,0.0,1.0,0.4,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,3,0,0,2,0,0.0615,18.0,15934.0,2.0
G,INC-F1-T-ID-06-d2-random20-s0,F1,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,3,3,0,2,0,,,,
H,INC-F1-T-ID-06-d2-random20-s0,F1,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3,2,2,2,2,2,3,3,2,2,0,,,,
I,INC-F1-T-ID-06-d2-random20-s0,F1,2,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,12,7,2,2,2,2,3,3,2,2,0,0.0374,9.0,7967.0,2.0
A,INC-F1-T-ID-06-d2-random40-s0,F1,2,random40,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
B,INC-F1-T-ID-06-d2-random40-s0,F1,2,random40,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
C,INC-F1-T-ID-06-d2-random40-s0,F1,2,random40,0.5,0.0,1.0,0.4,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,5,3,0,0,2,0,,,,
D,INC-F1-T-ID-06-d2-random40-s0,F1,2,random40,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,3,3,0,2,1,0.0106,3.0,2479.0,1.0
E,INC-F1-T-ID-06-d2-random40-s0,F1,2,random40,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,3,3,0,2,1,0.0089,3.0,2479.0,1.0
F,INC-F1-T-ID-06-d2-random40-s0,F1,2,random40,0.5,0.0,1.0,0.4,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,3,0,0,2,0,0.05,18.0,15963.0,2.0
G,INC-F1-T-ID-06-d2-random40-s0,F1,2,random40,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,3,3,0,2,0,,,,
H,INC-F1-T-ID-06-d2-random40-s0,F1,2,random40,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3,2,2,2,2,2,3,3,2,2,0,,,,
I,INC-F1-T-ID-06-d2-random40-s0,F1,2,random40,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,12,7,2,2,2,2,3,3,2,2,0,0.0487,9.0,7978.0,2.0
A,INC-F1-T-ID-06-d2-random60-s0,F1,2,random60,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
B,INC-F1-T-ID-06-d2-random60-s0,F1,2,random60,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
C,INC-F1-T-ID-06-d2-random60-s0,F1,2,random60,0.5,0.0,1.0,0.4,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,5,3,0,0,2,0,,,,
D,INC-F1-T-ID-06-d2-random60-s0,F1,2,random60,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,3,3,0,2,1,0.0156,3.0,2462.0,1.0
E,INC-F1-T-ID-06-d2-random60-s0,F1,2,random60,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,3,3,0,2,1,0.0081,3.0,2462.0,1.0
F,INC-F1-T-ID-06-d2-random60-s0,F1,2,random60,0.5,0.0,1.0,0.4,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,3,0,0,2,0,0.0674,18.0,15956.0,2.0
G,INC-F1-T-ID-06-d2-random60-s0,F1,2,random60,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,3,3,0,2,0,,,,
H,INC-F1-T-ID-06-d2-random60-s0,F1,2,random60,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3,2,2,2,2,2,3,3,2,2,0,,,,
I,INC-F1-T-ID-06-d2-random60-s0,F1,2,random60,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,12,7,2,2,2,2,3,3,2,2,0,0.0406,9.0,7980.0,2.0
A,INC-F1-T-ID-06-d2-targeted-s0,F1,2,targeted,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
B,INC-F1-T-ID-06-d2-targeted-s0,F1,2,targeted,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,2,0,0,3,3,0,2,1,,,,
C,INC-F1-T-ID-06-d2-targeted-s0,F1,2,targeted,0.5,0.0,1.0,0.4,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,2,5,3,0,0,2,0,,,,
D,INC-F1-T-ID-06-d2-targeted-s0,F1,2,targeted,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,3,3,0,2,1,0.0121,3.0,2464.0,1.0
E,INC-F1-T-ID-06-d2-targeted-s0,F1,2,targeted,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,2,0,0,3,3,0,2,1,0.0075,3.0,2464.0,1.0
F,INC-F1-T-ID-06-d2-targeted-s0,F1,2,targeted,0.5,0.0,1.0,0.4,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2,2,5,3,0,0,2,0,0.0541,18.0,15956.0,2.0
G,INC-F1-T-ID-06-d2-targeted-s0,F1,2,targeted,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2,2,2,3,3,0,2,0,,,,
H,INC-F1-T-ID-06-d2-targeted-s0,F1,2,targeted,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3,2,2,2,2,2,3,3,2,2,0,,,,
I,INC-F1-T-ID-06-d2-targeted-s0,F1,2,targeted,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,12,7,2,2,2,2,3,3,2,2,0,0.0409,9.0,7982.0,2.0
A,INC-F1-T-ID-01-d3-complete-s0,F1,3,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
B,INC-F1-T-ID-01-d3-complete-s0,F1,3,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
C,INC-F1-T-ID-01-d3-complete-s0,F1,3,complete,0.0,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,0,0,0,0,3,3,7,4,0,0,2,0,,,,
D,INC-F1-T-ID-01-d3-complete-s0,F1,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9,6,3,0,3,3,3,4,4,0,2,0,0.0401,12.0,11107.0,3.0
E,INC-F1-T-ID-01-d3-complete-s0,F1,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14,10,6,3,3,3,3,4,4,3,2,0,0.0544,12.0,11107.0,3.0
F,INC-F1-T-ID-01-d3-complete-s0,F1,3,complete,0.0,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0,0,0,0,3,3,7,4,0,0,2,0,0.0735,24.0,22202.0,2.0
G,INC-F1-T-ID-01-d3-complete-s0,F1,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3,3,3,4,4,0,2,0,,,,
H,INC-F1-T-ID-01-d3-complete-s0,F1,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,4,3,3,3,3,3,4,4,3,2,0,,,,
I,INC-F1-T-ID-01-d3-complete-s0,F1,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25,17,10,3,3,3,3,4,4,3,2,0,0.0557,12.0,11107.0,2.0
A,INC-F1-T-ID-01-d3-random20-s0,F1,3,random20,0.16666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
B,INC-F1-T-ID-01-d3-random20-s0,F1,3,random20,0.16666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
C,INC-F1-T-ID-01-d3-random20-s0,F1,3,random20,0.16666666666666666,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,0,0,0,0,3,3,7,4,0,0,2,0,,,,
D,INC-F1-T-ID-01-d3-random20-s0,F1,3,random20,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9,6,3,0,3,3,3,4,4,0,2,0,0.0435,12.0,11121.0,3.0
E,INC-F1-T-ID-01-d3-random20-s0,F1,3,random20,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14,10,6,3,3,3,3,4,4,3,2,0,0.0454,12.0,11121.0,3.0
F,INC-F1-T-ID-01-d3-random20-s0,F1,3,random20,0.16666666666666666,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0,0,0,0,3,3,7,4,0,0,2,0,0.0704,24.0,22273.0,2.0
G,INC-F1-T-ID-01-d3-random20-s0,F1,3,random20,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3,3,3,4,4,0,2,0,,,,
H,INC-F1-T-ID-01-d3-random20-s0,F1,3,random20,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,4,3,3,3,3,3,4,4,3,2,0,,,,
I,INC-F1-T-ID-01-d3-random20-s0,F1,3,random20,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25,17,10,3,3,3,3,4,4,3,2,0,0.0592,12.0,11121.0,2.0
A,INC-F1-T-ID-01-d3-random40-s0,F1,3,random40,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
B,INC-F1-T-ID-01-d3-random40-s0,F1,3,random40,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
C,INC-F1-T-ID-01-d3-random40-s0,F1,3,random40,0.3333333333333333,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,0,0,0,0,3,3,7,4,0,0,2,0,,,,
D,INC-F1-T-ID-01-d3-random40-s0,F1,3,random40,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9,6,3,0,3,3,3,4,4,0,2,0,0.038,12.0,11124.0,3.0
E,INC-F1-T-ID-01-d3-random40-s0,F1,3,random40,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14,10,6,3,3,3,3,4,4,3,2,0,0.0468,12.0,11124.0,3.0
F,INC-F1-T-ID-01-d3-random40-s0,F1,3,random40,0.3333333333333333,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0,0,0,0,3,3,7,4,0,0,2,0,0.0739,24.0,22270.0,2.0
G,INC-F1-T-ID-01-d3-random40-s0,F1,3,random40,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3,3,3,4,4,0,2,0,,,,
H,INC-F1-T-ID-01-d3-random40-s0,F1,3,random40,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,4,3,3,3,3,3,4,4,3,2,0,,,,
I,INC-F1-T-ID-01-d3-random40-s0,F1,3,random40,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25,17,10,3,3,3,3,4,4,3,2,0,0.0634,12.0,11124.0,2.0
A,INC-F1-T-ID-01-d3-random60-s0,F1,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
B,INC-F1-T-ID-01-d3-random60-s0,F1,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
C,INC-F1-T-ID-01-d3-random60-s0,F1,3,random60,0.6666666666666666,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,0,0,0,0,3,3,7,4,0,0,2,0,,,,
D,INC-F1-T-ID-01-d3-random60-s0,F1,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,3,0,0,4,4,0,2,1,0.0097,3.0,2475.0,1.0
E,INC-F1-T-ID-01-d3-random60-s0,F1,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,3,0,0,4,4,0,2,1,0.0097,3.0,2475.0,1.0
F,INC-F1-T-ID-01-d3-random60-s0,F1,3,random60,0.6666666666666666,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0,0,0,0,3,3,7,4,0,0,2,0,0.0695,24.0,22232.0,2.0
G,INC-F1-T-ID-01-d3-random60-s0,F1,3,random60,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3,3,3,4,4,0,2,0,,,,
H,INC-F1-T-ID-01-d3-random60-s0,F1,3,random60,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,4,3,3,3,3,3,4,4,3,2,0,,,,
I,INC-F1-T-ID-01-d3-random60-s0,F1,3,random60,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25,17,10,3,3,3,3,4,4,3,2,0,0.067,12.0,11125.0,2.0
A,INC-F1-T-ID-01-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
B,INC-F1-T-ID-01-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
C,INC-F1-T-ID-01-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,0,0,0,0,3,3,7,4,0,0,2,0,,,,
D,INC-F1-T-ID-01-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,3,0,0,4,4,0,2,1,0.0127,3.0,2476.0,1.0
